Layout,Accuracy
Flat,1.0
NULL,0.6
Flat,0.4
NULL,0.8
Flat,0.4
NULL,0.8
Flat,0.4
NULL,0.4
Flat,0.6
NULL,0.6
Flat,0.4
NULL,0.0
Flat,1.0
NULL,0.4
Flat,1.0
NULL,0.4
Flat,0.6
NULL,0.8
