Timestamp	TrialNo	Position.x	Position.y
442.6422	4.0000	0.0395	0.1600
442.6534	4.0000	0.0443	0.1525
442.6645	4.0000	0.0515	0.1505
442.6756	4.0000	0.0588	0.1481
442.6867	4.0000	0.0673	0.1455
442.6978	4.0000	0.0757	0.1428
442.7089	4.0000	0.0855	0.1405
442.7200	4.0000	0.0958	0.1385
442.7311	4.0000	0.1067	0.1365
442.7422	4.0000	0.1189	0.1344
442.7534	4.0000	0.1314	0.1329
442.7645	4.0000	0.1447	0.1315
442.7756	4.0000	0.1582	0.1302
442.7867	4.0000	0.1716	0.1286
442.7978	4.0000	0.1852	0.1273
442.8089	4.0000	0.1986	0.1260
442.8200	4.0000	0.2118	0.1248
442.8311	4.0000	0.2251	0.1235
442.8422	4.0000	0.2382	0.1226
442.8533	4.0000	0.2511	0.1221
442.8644	4.0000	0.2635	0.1218
442.8756	4.0000	0.2754	0.1216
442.8867	4.0000	0.2864	0.1215
442.8978	4.0000	0.2971	0.1214
442.9089	4.0000	0.3081	0.1210
442.9200	4.0000	0.3188	0.1202
442.9311	4.0000	0.3293	0.1192
442.9422	4.0000	0.3396	0.1177
442.9533	4.0000	0.3489	0.1163
442.9644	4.0000	0.3572	0.1148
442.9756	4.0000	0.3648	0.1132
442.9867	4.0000	0.3710	0.1112
442.9978	4.0000	0.3760	0.1087
443.0089	4.0000	0.3807	0.1058
443.0200	4.0000	0.3842	0.1024
443.0311	4.0000	0.3872	0.0987
443.0422	4.0000	0.3890	0.0945
443.0533	4.0000	0.3904	0.0903
443.0645	4.0000	0.3908	0.0854
443.0756	4.0000	0.3906	0.0807
443.0867	4.0000	0.3905	0.0761
443.0978	4.0000	0.3896	0.0719
443.1089	4.0000	0.3880	0.0681
443.1200	4.0000	0.3865	0.0649
443.1311	4.0000	0.3839	0.0624
443.1422	4.0000	0.3813	0.0600
443.1534	4.0000	0.3781	0.0578
443.1645	4.0000	0.3744	0.0552
443.1756	4.0000	0.3705	0.0521
443.1867	4.0000	0.3660	0.0485
443.1978	4.0000	0.3611	0.0447
443.2089	4.0000	0.3559	0.0407
443.2200	4.0000	0.3508	0.0369
443.2311	4.0000	0.3454	0.0333
443.2422	4.0000	0.3395	0.0303
443.2534	4.0000	0.3329	0.0275
443.2645	4.0000	0.3262	0.0247
443.2756	4.0000	0.3184	0.0220
443.2867	4.0000	0.3104	0.0197
443.2978	4.0000	0.3022	0.0175
443.3089	4.0000	0.2929	0.0158
443.3200	4.0000	0.2834	0.0142
443.3311	4.0000	0.2721	0.0134
443.3422	4.0000	0.2588	0.0129
443.3533	4.0000	0.2435	0.0126
443.3644	4.0000	0.2261	0.0126
443.3756	4.0000	0.2075	0.0124
443.3867	4.0000	0.1859	0.0119
443.3978	4.0000	0.1632	0.0113
443.4089	4.0000	0.1386	0.0106
443.4200	4.0000	0.1139	0.0100
443.4311	4.0000	0.0876	0.0101
443.4422	4.0000	0.0612	0.0106
443.4867	4.0000	-0.0616	0.0147
443.4978	4.0000	-0.0949	0.0146
443.5089	4.0000	-0.1302	0.0145
443.5200	4.0000	-0.1657	0.0145
443.5311	4.0000	-0.2023	0.0147
443.5422	4.0000	-0.2402	0.0157
443.5533	4.0000	-0.2782	0.0165
443.5645	4.0000	-0.3172	0.0176
443.5756	4.0000	-0.3571	0.0183
443.5867	4.0000	-0.3971	0.0193
443.6200	4.0000	-0.5233	0.0224
443.6311	4.0000	-0.5495	0.0222
443.6422	4.0000	-0.5840	0.0218
443.6534	4.0000	-0.6176	0.0206
443.6645	4.0000	-0.6509	0.0190
443.6756	4.0000	-0.6817	0.0175
443.6867	4.0000	-0.7107	0.0171
443.6978	4.0000	-0.7352	0.0177
443.7089	4.0000	-0.7544	0.0190
443.7200	4.0000	-0.7732	0.0196
443.7311	4.0000	-0.7866	0.0179
443.7422	4.0000	-0.7999	0.0161
443.7534	4.0000	-0.8113	0.0130
443.7645	4.0000	-0.8231	0.0104
443.7756	4.0000	-0.8372	0.0079
443.7867	4.0000	-0.8530	0.0063
443.7978	4.0000	-0.8712	0.0056
443.8089	4.0000	-0.9869	0.0079
443.8200	4.0000	-0.9839	0.0101
443.8311	4.0000	-0.9808	0.0135
443.8422	4.0000	-0.9776	0.0157
443.8533	4.0000	-1.0047	0.0185
443.8644	4.0000	-1.0358	0.0203
443.8756	4.0000	-1.0668	0.0208
443.8867	4.0000	-1.0962	0.0195
443.8978	4.0000	-1.1245	0.0179
443.9089	4.0000	-1.1492	0.0148
443.9200	4.0000	-1.1716	0.0122
443.9311	4.0000	-1.1924	0.0089
443.9422	4.0000	-1.2114	0.0053
443.9533	4.0000	-1.2307	0.0019
443.9644	4.0000	-1.2478	-0.0023
443.9756	4.0000	-1.2651	-0.0061
443.9867	4.0000	-1.2798	-0.0094
443.9978	4.0000	-1.2935	-0.0122
444.0089	4.0000	-1.3072	-0.0152
444.0200	4.0000	-1.4179	-0.0199
444.0311	4.0000	-1.4133	-0.0241
444.0422	4.0000	-1.4085	-0.0285
444.0533	4.0000	-1.4035	-0.0330
444.0645	4.0000	-1.3985	-0.0383
444.0756	4.0000	-1.3999	-0.0450
444.0867	4.0000	-1.4150	-0.0519
444.0978	4.0000	-1.4302	-0.0586
444.1089	4.0000	-1.4470	-0.0642
444.1200	4.0000	-1.4635	-0.0694
444.1311	4.0000	-1.4828	-0.0742
444.1422	4.0000	-1.5017	-0.0787
444.1534	4.0000	-1.5196	-0.0825
444.1645	4.0000	-1.5369	-0.0862
444.1756	4.0000	-1.5531	-0.0900
444.1867	4.0000	-1.5688	-0.0938
444.1978	4.0000	-1.5851	-0.0975
444.2089	4.0000	-1.6017	-0.1004
444.2200	4.0000	-1.6153	-0.1022
444.2311	4.0000	-1.6271	-0.1041
444.2422	4.0000	-1.6351	-0.1051
444.2534	4.0000	-1.6402	-0.1058
444.2645	4.0000	-1.6460	-0.1064
444.2756	4.0000	-1.6502	-0.1071
444.2867	4.0000	-1.6548	-0.1074
444.2978	4.0000	-1.7494	-0.1126
444.3089	4.0000	-1.7402	-0.1092
444.3200	4.0000	-1.7308	-0.1027
444.3311	4.0000	-1.7210	-0.0945
444.3422	4.0000	-1.7112	-0.0881
444.3533	4.0000	-1.7010	-0.0822
444.3644	4.0000	-1.6907	-0.0773
444.3756	4.0000	-1.6805	-0.0744
444.3867	4.0000	-1.6706	-0.0743
444.3978	4.0000	-1.6683	-0.0785
444.4089	4.0000	-1.6650	-0.0865
444.4200	4.0000	-1.6574	-0.0933
444.4311	4.0000	-1.6488	-0.0963
444.4422	4.0000	-1.6370	-0.0955
444.4533	4.0000	-1.6266	-0.0917
444.4644	4.0000	-1.6193	-0.0828
444.4756	4.0000	-1.6185	-0.0724
444.4867	4.0000	-1.6238	-0.0630
444.4978	4.0000	-1.6313	-0.0564
444.5089	4.0000	-1.6390	-0.0524
444.5200	4.0000	-1.6462	-0.0505
444.5311	4.0000	-1.6522	-0.0525
444.5422	4.0000	-1.6575	-0.0570
444.5533	4.0000	-1.6603	-0.0641
444.5645	4.0000	-1.6605	-0.0743
444.5756	4.0000	-1.6607	-0.0839
444.5867	4.0000	-1.6613	-0.0945
444.5978	4.0000	-1.6623	-0.1039
444.6089	4.0000	-1.6636	-0.1118
444.6200	4.0000	-1.6635	-0.1175
444.6311	4.0000	-1.6625	-0.1219
444.6422	4.0000	-1.6608	-0.1246
444.6534	4.0000	-1.6572	-0.1255
444.6645	4.0000	-1.6548	-0.1252
444.6756	4.0000	-1.6527	-0.1225
