ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
8,3,1,Semi-Circle,5,1,0.0155515,0.0155515,0.9333839,7.608018,9.380923,2.832705,5.020398,6.975112,8.485611,10.35129
8,4,2,Flat,5,3,0.0143391,0.4710299,0.7627987,7.971069,9.425428,3.481303,4.968336,6.748939,9.070137,11.38613
8,5,3,Semi-Circle,5,1,0.0155413,0.6169662,0.6945528,7.363309,7.496742,2.654837,4.420154,5.986018,8.374084,9.151395
8,6,4,Flat,5,2,0.0145607,0.3661692,0.4221178,6.586349,8.896416,3.598735,4.942514,7.784415,9.984758,11.00658
8,7,5,Semi-Circle,5,3,0.0139892,0.8776466,0.9553394,7.930109,9.163033,3.087793,4.465259,6.14183,8.718493,9.851439
8,8,6,Flat,5,5,0.0146996,0.0146996,0.6801147,0.8468141,9.976116,3.900889,5.455791,8.343307,10.56463,13.30788
8,9,7,Semi-Circle,5,4,0.0158419,0.7446449,1.077666,7.4196,7.531283,2.943532,4.176317,6.131146,8.352106,9.474047
8,10,8,Flat,5,3,0.0161721,0.4477819,0.4862392,6.754154,8.186299,3.28838,4.576889,7.664384,9.052521,10.15206
8,11,9,Semi-Circle,5,4,0.0189369,0.0189369,0.9450486,7.797549,9.008133,2.288978,4.765732,6.342545,8.663712,9.652324
8,12,10,Flat,5,3,0.0152746,0.0152746,0.460751,8.287662,8.354294,3.345113,6.161447,7.321484,9.631396,10.59793
8,13,11,Semi-Circle,5,3,0.0140559,0.0140559,0.9221194,5.897715,7.163989,2.144089,4.465086,5.609216,6.919641,7.89713
8,14,12,Flat,5,4,0.0140642,0.4334682,6.35312,6.608685,6.831004,3.098988,4.531726,8.041524,9.018499,10.14055
8,15,13,Semi-Circle,5,3,0.014367,0.5443881,1.010924,5.897914,6.997248,2.166117,4.142879,5.286808,6.841558,7.717663
8,16,14,Flat,5,2,0.0141959,0.5003468,0.6999929,7.197381,7.208234,3.843455,5.496606,6.853054,8.918551,9.829221
8,17,15,Semi-Circle,5,3,0.0142802,0.2883272,4.376384,5.886752,6.88627,2.166242,3.408787,5.498352,6.497753,7.617168
8,18,16,Flat,5,2,0.0142852,0.0142852,0.6999356,5.996588,6.730519,3.176584,5.409139,6.497584,7.707868,8.529834
8,19,17,Semi-Circle,5,5,0.0138144,0.0138144,0.622696,6.120023,6.475337,2.261003,4.354077,5.241347,7.430555,8.196891
8,20,18,Flat,5,1,0.0136958,0.0136958,0.4451509,6.331073,6.453217,2.854536,4.709596,5.919301,7.3303,8.391885
