Timestamp	TrialNo	Position.x	Position.y
450.1422	4.0000	0.1823	0.0593
450.1645	4.0000	0.1784	0.0587
450.1645	4.0000	0.1746	0.0584
450.1756	4.0000	0.1710	0.0585
450.1867	4.0000	0.1666	0.0591
450.1978	4.0000	0.1622	0.0599
450.2089	4.0000	0.1582	0.0613
450.2200	4.0000	0.1538	0.0620
450.2311	4.0000	0.1500	0.0626
450.2422	4.0000	0.1463	0.0622
450.2534	4.0000	0.1425	0.0619
450.2645	4.0000	0.1391	0.0611
450.2756	4.0000	0.1353	0.0609
450.2867	4.0000	0.1316	0.0604
450.2978	4.0000	0.1285	0.0602
450.3089	4.0000	0.1257	0.0604
450.3200	4.0000	0.1225	0.0602
450.3311	4.0000	0.1202	0.0605
450.3422	4.0000	0.1182	0.0607
450.3533	4.0000	0.1157	0.0606
450.3644	4.0000	0.1140	0.0602
450.3756	4.0000	0.1120	0.0602
450.3867	4.0000	0.1103	0.0604
450.3978	4.0000	0.1091	0.0610
450.4089	4.0000	0.1079	0.0612
450.4200	4.0000	0.1075	0.0619
450.4311	4.0000	0.1071	0.0634
450.4422	4.0000	0.1065	0.0646
450.4533	4.0000	0.1061	0.0648
450.4644	4.0000	0.1063	0.0646
450.4756	4.0000	0.1069	0.0639
450.4867	4.0000	0.1075	0.0630
450.4978	4.0000	0.1094	0.0626
450.5089	4.0000	0.1116	0.0628
450.5200	4.0000	0.1141	0.0635
450.5311	4.0000	0.1171	0.0638
450.5422	4.0000	0.1207	0.0646
450.5533	4.0000	0.1244	0.0658
450.5645	4.0000	0.1299	0.0671
450.5756	4.0000	0.1377	0.0677
450.5867	4.0000	0.1470	0.0682
450.5978	4.0000	0.1591	0.0692
450.6089	4.0000	0.1719	0.0706
450.6200	4.0000	0.1866	0.0732
450.6311	4.0000	0.2024	0.0774
450.6422	4.0000	0.2214	0.0822
450.6534	4.0000	0.2419	0.0865
450.6645	4.0000	0.2680	0.0908
450.6756	4.0000	0.2950	0.0943
450.6867	4.0000	0.3260	0.0975
450.6978	4.0000	0.3589	0.0997
450.7089	4.0000	0.3934	0.1021
450.7200	4.0000	0.4334	0.1047
450.7422	4.0000	0.5392	0.1108
450.7534	4.0000	0.5877	0.1107
450.7645	4.0000	0.6478	0.1109
450.7756	4.0000	0.7114	0.1102
450.7867	4.0000	0.7795	0.1084
450.7978	4.0000	0.8520	0.1059
450.8200	4.0000	1.0223	0.0984
450.8311	4.0000	1.1008	0.0927
450.8422	4.0000	1.1879	0.0873
450.8533	4.0000	1.2761	0.0815
450.8644	4.0000	1.3636	0.0753
450.8756	4.0000	1.5107	0.0714
450.8867	4.0000	1.5436	0.0620
450.8978	4.0000	1.6363	0.0556
450.9089	4.0000	1.7350	0.0489
450.9200	4.0000	1.8332	0.0422
450.9311	4.0000	2.0009	0.0373
450.9422	4.0000	2.0269	0.0298
450.9533	4.0000	2.1161	0.0227
450.9644	4.0000	2.2038	0.0149
450.9756	4.0000	2.2827	0.0060
450.9867	4.0000	2.3616	-0.0029
450.9978	4.0000	2.4943	-0.0122
451.0089	4.0000	2.5055	-0.0207
451.0200	4.0000	2.5671	-0.0258
451.0311	4.0000	2.6226	-0.0290
451.0422	4.0000	2.6726	-0.0303
451.0533	4.0000	2.7061	-0.0282
451.0645	4.0000	2.7354	-0.0254
451.0756	4.0000	2.7573	-0.0223
