Timestamp	TrialNo	Position.x	Position.y
956.3422	3.0000	-0.0136	0.1041
956.3644	3.0000	-0.0159	0.1032
956.3755	3.0000	-0.0187	0.1017
956.3867	3.0000	-0.0213	0.1007
956.3978	3.0000	-0.0246	0.0995
956.4089	3.0000	-0.0277	0.0983
956.4200	3.0000	-0.0311	0.0970
956.4312	3.0000	-0.0343	0.0955
956.4312	3.0000	-0.0380	0.0941
956.4534	3.0000	-0.0416	0.0928
956.4645	3.0000	-0.0452	0.0913
956.4645	3.0000	-0.0492	0.0900
956.4867	3.0000	-0.0532	0.0888
956.4867	3.0000	-0.0576	0.0879
956.4978	3.0000	-0.0625	0.0872
956.5200	3.0000	-0.0670	0.0867
956.5200	3.0000	-0.0719	0.0863
956.5311	3.0000	-0.0765	0.0858
956.5422	3.0000	-0.0815	0.0851
956.5645	3.0000	-0.0865	0.0845
956.5645	3.0000	-0.0921	0.0838
956.5867	3.0000	-0.0977	0.0835
956.5867	3.0000	-0.1037	0.0833
956.5978	3.0000	-0.1105	0.0831
956.6089	3.0000	-0.1177	0.0830
956.6312	3.0000	-0.1266	0.0824
956.6423	3.0000	-0.1362	0.0814
956.6534	3.0000	-0.1461	0.0801
956.6645	3.0000	-0.1562	0.0786
956.6645	3.0000	-0.1661	0.0774
956.6756	3.0000	-0.1760	0.0767
956.6867	3.0000	-0.1859	0.0764
956.6978	3.0000	-0.1967	0.0767
956.7089	3.0000	-0.2090	0.0773
956.7200	3.0000	-0.2229	0.0779
956.7311	3.0000	-0.2375	0.0778
956.7422	3.0000	-0.2521	0.0779
956.7534	3.0000	-0.2671	0.0778
956.7645	3.0000	-0.2819	0.0782
956.7756	3.0000	-0.2973	0.0791
956.7867	3.0000	-0.3136	0.0801
956.7978	3.0000	-0.3310	0.0810
956.8089	3.0000	-0.3493	0.0821
956.8200	3.0000	-0.3677	0.0829
956.8644	3.0000	-0.4818	0.0942
956.8755	3.0000	-0.4802	0.0901
956.8867	3.0000	-0.5048	0.0909
956.8978	3.0000	-0.5316	0.0918
956.9089	3.0000	-0.5589	0.0923
956.9200	3.0000	-0.5867	0.0931
956.9312	3.0000	-0.6146	0.0930
956.9423	3.0000	-0.6430	0.0930
956.9534	3.0000	-0.6729	0.0927
956.9645	3.0000	-0.7032	0.0928
956.9867	3.0000	-0.7347	0.0931
956.9867	3.0000	-0.7663	0.0935
956.9978	3.0000	-0.7987	0.0945
957.0089	3.0000	-0.8307	0.0954
957.0311	3.0000	-0.9608	0.1037
957.0422	3.0000	-0.9595	0.1003
957.0533	3.0000	-0.9669	0.0977
957.0645	3.0000	-1.0021	0.0983
957.0756	3.0000	-1.0386	0.0989
957.0867	3.0000	-1.0757	0.1001
957.0978	3.0000	-1.1148	0.1011
957.1089	3.0000	-1.1548	0.1024
957.1200	3.0000	-1.1967	0.1039
957.1312	3.0000	-1.2393	0.1047
957.1423	3.0000	-1.2814	0.1050
957.1534	3.0000	-1.3246	0.1041
957.1645	3.0000	-1.4444	0.1079
957.1756	3.0000	-1.4431	0.1018
957.1867	3.0000	-1.4511	0.0971
957.1978	3.0000	-1.4928	0.0948
957.2089	3.0000	-1.5321	0.0924
957.2200	3.0000	-1.5709	0.0904
957.2311	3.0000	-1.6103	0.0877
957.2422	3.0000	-1.6461	0.0849
957.2534	3.0000	-1.6831	0.0828
957.2645	3.0000	-1.7163	0.0806
957.2756	3.0000	-1.7498	0.0788
957.2867	3.0000	-1.7785	0.0769
957.2978	3.0000	-1.8053	0.0756
957.3089	3.0000	-1.9240	0.0782
957.3200	3.0000	-1.9222	0.0766
957.3311	3.0000	-1.9204	0.0755
957.3422	3.0000	-1.9185	0.0746
957.3533	3.0000	-1.9167	0.0730
957.3644	3.0000	-1.9151	0.0718
957.3755	3.0000	-1.9135	0.0703
957.3867	3.0000	-1.9117	0.0679
957.3978	3.0000	-1.9101	0.0654
957.4089	3.0000	-1.7968	0.0582
957.4200	3.0000	-1.7500	0.0524
957.4312	3.0000	-1.7056	0.0471
957.4423	3.0000	-1.6542	0.0418
957.4534	3.0000	-1.6029	0.0375
957.4645	3.0000	-1.5522	0.0337
957.4756	3.0000	-1.4978	0.0301
957.4867	3.0000	-1.4406	0.0272
957.4978	3.0000	-1.3951	0.0244
957.5089	3.0000	-1.3933	0.0227
957.5200	3.0000	-1.2724	0.0187
957.5311	3.0000	-1.2176	0.0167
957.5422	3.0000	-1.1650	0.0157
957.5533	3.0000	-1.1158	0.0150
957.5645	3.0000	-1.0676	0.0147
957.5756	3.0000	-1.0216	0.0138
957.5867	3.0000	-0.9768	0.0124
957.5978	3.0000	-0.9329	0.0110
957.6089	3.0000	-0.8883	0.0093
957.6200	3.0000	-0.8769	0.0076
957.6312	3.0000	-0.8756	0.0057
957.6423	3.0000	-0.7576	0.0033
957.6534	3.0000	-0.7168	0.0014
957.6645	3.0000	-0.6771	-0.0003
957.6756	3.0000	-0.6399	-0.0022
957.6867	3.0000	-0.6039	-0.0039
957.6978	3.0000	-0.5695	-0.0053
957.7089	3.0000	-0.5362	-0.0061
957.7200	3.0000	-0.5039	-0.0069
957.7311	3.0000	-0.4730	-0.0071
957.7534	3.0000	-0.4437	-0.0076
957.7534	3.0000	-0.4170	-0.0076
957.7645	3.0000	-0.3921	-0.0077
957.7756	3.0000	-0.3693	-0.0080
957.7867	3.0000	-0.3538	-0.0086
957.7978	3.0000	-0.3517	-0.0099
957.8533	3.0000	-0.2355	-0.0130
957.8644	3.0000	-0.2207	-0.0132
957.8755	3.0000	-0.2070	-0.0137
957.8867	3.0000	-0.1949	-0.0149
957.8978	3.0000	-0.1840	-0.0165
957.9089	3.0000	-0.1744	-0.0190
957.9200	3.0000	-0.1653	-0.0218
957.9312	3.0000	-0.1567	-0.0248
957.9423	3.0000	-0.1500	-0.0288
957.9534	3.0000	-0.1440	-0.0330
957.9645	3.0000	-0.1393	-0.0379
957.9756	3.0000	-0.1354	-0.0424
957.9867	3.0000	-0.1333	-0.0473
957.9978	3.0000	-0.1316	-0.0518
958.0089	3.0000	-0.1306	-0.0562
958.0200	3.0000	-0.1282	-0.0599
958.0311	3.0000	-0.1245	-0.0633
958.0422	3.0000	-0.1203	-0.0653
958.0533	3.0000	-0.1173	-0.0677
958.0645	3.0000	-0.1162	-0.0708
958.0756	3.0000	-0.1180	-0.0746
958.0867	3.0000	-0.1212	-0.0786
958.0978	3.0000	-0.1266	-0.0828
958.1089	3.0000	-0.1332	-0.0872
958.1756	3.0000	-0.2022	-0.1143
958.1867	3.0000	-0.1947	-0.1066
958.1978	3.0000	-0.1990	-0.1053
958.2200	3.0000	-0.2089	-0.1058
958.2200	3.0000	-0.2201	-0.1056
958.2311	3.0000	-0.2323	-0.1059
958.2422	3.0000	-0.2467	-0.1065
958.2534	3.0000	-0.2628	-0.1073
958.2645	3.0000	-0.2820	-0.1081
958.2756	3.0000	-0.3037	-0.1089
958.2867	3.0000	-0.3257	-0.1100
958.2978	3.0000	-0.3494	-0.1117
958.3089	3.0000	-0.3730	-0.1136
958.3200	3.0000	-0.3972	-0.1160
958.3311	3.0000	-0.4213	-0.1189
958.3422	3.0000	-0.4454	-0.1221
958.6423	3.0000	-1.3738	-0.2507
958.6534	3.0000	-1.3775	-0.2513
958.6645	3.0000	-1.3834	-0.2520
958.6756	3.0000	-1.3909	-0.2524
958.6867	3.0000	-1.4039	-0.2527
958.6978	3.0000	-1.4206	-0.2528
958.7089	3.0000	-1.4415	-0.2529
958.7200	3.0000	-1.4587	-0.2527
958.7311	3.0000	-1.4708	-0.2523
958.7422	3.0000	-1.4845	-0.2519
958.7534	3.0000	-1.5008	-0.2513
958.7645	3.0000	-1.5255	-0.2505
958.7756	3.0000	-1.5548	-0.2496
958.7867	3.0000	-1.5876	-0.2483
958.7978	3.0000	-1.6141	-0.2470
958.8089	3.0000	-1.7173	-0.2578
958.8200	3.0000	-1.7080	-0.2520
958.8311	3.0000	-1.6987	-0.2466
958.8422	3.0000	-1.6890	-0.2415
958.8533	3.0000	-1.7046	-0.2394
958.8644	3.0000	-1.7197	-0.2379
958.8755	3.0000	-1.7482	-0.2365
958.8867	3.0000	-1.7935	-0.2354
958.8978	3.0000	-1.8547	-0.2342
958.9978	3.0000	-1.5601	-0.1216
959.0089	3.0000	-1.5384	-0.1119
959.0200	3.0000	-1.5189	-0.1036
959.0311	3.0000	-1.5033	-0.0962
959.0422	3.0000	-1.4912	-0.0918
959.0533	3.0000	-1.4790	-0.0887
959.0645	3.0000	-1.4664	-0.0878
959.0756	3.0000	-1.4540	-0.0862
959.0867	3.0000	-1.4414	-0.0857
959.0978	3.0000	-1.4291	-0.0844
959.1089	3.0000	-1.4167	-0.0833
959.1200	3.0000	-1.4045	-0.0821
959.1312	3.0000	-1.3924	-0.0806
959.1423	3.0000	-1.3805	-0.0772
959.1534	3.0000	-1.3685	-0.0724
959.1645	3.0000	-1.3562	-0.0664
959.1756	3.0000	-1.3442	-0.0611
959.1867	3.0000	-1.3319	-0.0573
959.1978	3.0000	-1.3198	-0.0553
959.2089	3.0000	-1.3078	-0.0550
959.2200	3.0000	-1.2955	-0.0550
959.2311	3.0000	-1.2834	-0.0544
959.2422	3.0000	-1.2712	-0.0537
959.2534	3.0000	-1.2591	-0.0516
959.2645	3.0000	-1.2469	-0.0488
959.2756	3.0000	-1.2387	-0.0453
959.2867	3.0000	-1.2339	-0.0420
959.2978	3.0000	-1.2292	-0.0384
959.3089	3.0000	-1.2249	-0.0346
959.3200	3.0000	-1.2209	-0.0305
959.3311	3.0000	-1.2181	-0.0258
959.3422	3.0000	-1.2158	-0.0215
959.3533	3.0000	-1.2130	-0.0170
959.3644	3.0000	-1.2104	-0.0129
959.3755	3.0000	-1.2083	-0.0086
959.3867	3.0000	-1.2076	-0.0044
959.3978	3.0000	-1.2063	-0.0005
959.4089	3.0000	-1.2050	0.0027
959.4200	3.0000	-1.2043	0.0051
959.4312	3.0000	-1.2026	0.0076
959.4423	3.0000	-1.2010	0.0099
959.4534	3.0000	-1.1993	0.0119
959.4645	3.0000	-1.1964	0.0135
959.4756	3.0000	-1.1932	0.0150
959.4867	3.0000	-1.1882	0.0151
959.4978	3.0000	-1.1823	0.0148
959.5089	3.0000	-1.1758	0.0140
959.5200	3.0000	-1.1692	0.0130
959.5311	3.0000	-1.1629	0.0125
959.5422	3.0000	-1.1577	0.0135
959.5533	3.0000	-1.1539	0.0161
959.5645	3.0000	-1.1522	0.0207
959.5756	3.0000	-1.1504	0.0253
959.5867	3.0000	-1.1479	0.0311
959.5978	3.0000	-1.1429	0.0363
959.6089	3.0000	-1.1363	0.0402
959.6200	3.0000	-1.1284	0.0432
959.6312	3.0000	-1.1182	0.0436
959.6423	3.0000	-1.1077	0.0428
959.6534	3.0000	-1.0983	0.0439
959.6645	3.0000	-1.0908	0.0475
959.6756	3.0000	-1.0846	0.0539
959.6867	3.0000	-1.0773	0.0594
959.6978	3.0000	-1.0675	0.0620
959.7089	3.0000	-1.0560	0.0619
959.7200	3.0000	-1.0453	0.0618
959.7311	3.0000	-1.0355	0.0623
959.7422	3.0000	-1.0264	0.0632
959.7534	3.0000	-1.0146	0.0608
959.7645	3.0000	-0.9996	0.0527
959.7756	3.0000	-0.9831	0.0418
959.7867	3.0000	-0.9662	0.0301
959.7978	3.0000	-0.9498	0.0192
959.8089	3.0000	-0.9349	0.0101
959.8200	3.0000	-0.9194	0.0009
