ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
3,3,1,Flat,5,1,0.0127146,2.388057,3.465512,10.02965,13.64997,4.987224,6.997189,9.151634,11.06229,14.69411
3,4,2,Full Circle,5,1,1.015126,5.424733,7.101444,9.911427,14.17636,2.858687,5.810615,8.889873,10.92206,14.96494
3,5,3,Flat,5,4,0.0143828,2.310434,2.765167,13.22234,15.74847,4.01773,5.319558,12.26109,14.44889,16.28133
3,6,4,Full Circle,5,1,0.7331743,2.987573,8.229584,8.995905,13.15046,2.177211,3.94267,9.817766,11.57266,14.32694
3,7,5,Flat,5,5,1.583266,2.619804,6.774848,9.062799,13.19434,4.331667,5.864689,8.118776,10.52366,14.24961
3,8,6,Full Circle,5,3,0.6667286,3.406597,7.874507,12.58359,15.5824,2.110293,4.676089,10.42897,14.12744,16.23745
3,9,7,Flat,5,4,2.621393,3.265583,7.785709,12.60262,15.8822,4.398733,5.366987,11.33969,14.68241,16.98157
3,10,8,Full Circle,5,2,0.0140439,1.011117,5.920235,10.70147,11.93861,2.455077,3.942957,7.030371,11.59505,13.4564
3,11,9,Flat,5,2,0.0129877,3.255804,7.45368,13.77399,15.16218,5.022352,10.55314,12.28553,14.95106,15.98423
3,12,10,Full Circle,5,1,0.6196907,3.454217,6.841539,10.2623,15.37127,1.844108,5.948825,8.607453,11.21814,15.94877
3,13,11,Flat,5,2,0.4778351,1.655185,8.796364,13.29458,15.35894,4.820305,6.797215,12.26159,14.62199,16.25977
3,14,12,Full Circle,5,5,1.465926,5.519706,9.118247,11.23963,13.2274,3.254158,6.89739,10.56194,12.63619,14.43437
3,15,13,Flat,5,4,1.289198,2.866281,8.663679,13.15066,15.28296,4.176714,6.664593,10.12988,14.98321,16.16924
3,16,14,Full Circle,5,0,0.0136423,2.965576,6.175344,13.14991,16.04856,1.921687,3.909673,12.71697,14.77115,16.49274
3,17,15,Flat,5,1,0.0118876,0.7220312,3.0433,12.69459,14.27179,4.187102,7.716763,10.79307,13.71633,15.30362
3,18,16,Full Circle,5,2,0.0124215,2.475488,6.219607,11.16224,13.81341,1.683033,3.820753,10.04009,12.61669,14.62695
3,19,17,Flat,5,3,0.3136533,1.735389,9.387736,12.10861,14.19667,3.356922,8.899289,10.57593,13.9139,15.10733
3,20,18,Full Circle,5,4,1.53283,6.937164,13.0597,14.34922,27.48841,2.99887,8.451982,13.74955,19.68021,38.84962
