0.3533334,1,1,Training,0,0,Flat,5,prepare,-9.689573E-05,1.550406,0.09369224,4.231089,316.1463,356.3522,0,0,0,0,0,0,False,False
0.4311111,1,1,Training,0,0,Flat,5,prepare,-0.0001073331,1.549862,0.09947507,4.123852,319.1631,356.0027,0.1448755,0.9867017,0.3138325,35.9503,21.52354,347.7239,False,False
0.4422222,1,1,Training,0,0,Flat,5,prepare,0.04217286,1.550294,0.1224561,4.009941,18.43647,356.3021,0.1551428,0.986835,0.3096035,35.88448,23.77452,347.8909,False,False
0.4533333,1,1,Training,0,0,Flat,5,prepare,0.04431625,1.55015,0.1222635,3.964848,21.48537,356.5161,0.1601782,0.987047,0.3072565,35.84928,24.87378,347.9887,False,False
0.4644445,1,1,Training,0,0,Flat,5,prepare,0.04494213,1.55007,0.1221824,3.943536,22.48288,356.6516,0.1694529,0.9869586,0.3021455,35.75708,26.995,348.3302,False,False
0.4755556,1,1,Training,0,0,Flat,5,prepare,0.04558495,1.550117,0.1220644,3.952879,23.44967,356.8009,0.1694529,0.9869586,0.3021455,35.75708,26.995,348.3302,False,False
0.4977778,1,1,Training,0,0,Flat,5,prepare,0.04611791,1.550054,0.1221387,3.945251,24.40281,356.9381,0.1821489,0.9866792,0.2945387,35.69971,29.98634,348.9481,False,False
0.5088889,1,1,Training,0,0,Flat,5,prepare,0.04708526,1.5502,0.1219275,3.929255,26.21858,357.2178,0.1861916,0.9863741,0.2921717,35.80881,30.9227,349.1188,False,False
0.52,1,1,Training,0,0,Flat,5,prepare,0.04767779,1.55022,0.1219475,3.89688,27.04129,357.3504,0.1902256,0.9861217,0.2896721,35.87089,31.95098,349.2234,False,False
0.5311111,1,1,Training,0,0,Flat,5,prepare,0.04830563,1.550271,0.1220935,3.874834,27.85788,357.491,0.1940627,0.9859556,0.2872207,35.95776,32.96527,349.4623,False,False
0.5422223,1,1,Training,0,0,Flat,5,prepare,0.04880445,1.550345,0.12216,3.856651,28.61127,357.6474,0.1940627,0.9859556,0.2872207,35.95776,32.96527,349.4623,False,False
0.5422223,1,1,Training,0,0,Flat,5,prepare,0.04926795,1.550408,0.1223677,3.847654,29.32341,357.8276,0.1976194,0.9857743,0.2846463,36.03381,33.83001,349.8288,False,False
