ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
10,3,1,Semi-Circle,5,0,0.0134954,0.0134954,1.299797,8.219025,10.48027,3.154245,5.809088,7.719094,9.95183,11.72859
10,4,2,Flat,5,2,0.0135333,0.0135333,0.4779621,0.6003265,13.33897,4.697139,6.219845,9.807288,12.88366,15.47144
10,5,3,Semi-Circle,5,2,0.0650585,0.9444731,1.244369,11.68261,11.95077,3.809693,5.726366,9.829169,12.79466,13.57198
10,6,4,Flat,5,2,0.0141506,0.7888783,0.8998785,11.72846,11.83964,5.409225,7.130583,11.09547,14.17187,15.12724
10,7,5,Semi-Circle,5,5,0.3879426,0.9443641,1.444128,7.228994,7.552491,3.665312,4.642632,6.38629,8.751897,9.362825
10,8,6,Flat,5,2,0.0145698,0.0145698,0.6670182,0.9002156,9.28422,3.94319,5.253922,8.452222,10.97374,13.92779
10,9,7,Semi-Circle,5,4,0.014089,0.7556877,1.41074,10.09579,10.40705,3.421103,5.520528,8.918823,11.00646,11.9842
10,10,8,Flat,5,3,0.0139852,0.5357852,0.557983,12.36363,12.84146,4.589352,6.52185,10.07596,13.56361,14.60708
10,11,9,Semi-Circle,5,5,0.0143648,0.2411696,0.8222111,11.33999,12.43948,3.165761,6.31661,10.47352,12.15048,12.96981
10,12,10,Flat,5,5,0.014623,0.014623,0.5319731,1.544322,1.588714,4.587354,8.374638,11.27316,13.29473,13.94992
10,13,11,Semi-Circle,5,2,0.0142383,0.2976261,0.923269,10.45238,10.67461,3.76635,7.021127,9.983344,12.54037,13.27348
10,14,12,Flat,5,5,0.0133899,0.2671258,0.500767,8.341353,11.16248,3.754446,7.630771,10.36263,12.71715,13.42783
10,15,13,Semi-Circle,5,5,0.0146794,0.6061317,1.106587,11.00668,12.96124,3.287756,6.242213,9.596162,11.88434,13.99412
10,16,14,Flat,5,2,0.0140496,0.4328869,0.5998906,2.110469,2.132879,4.464812,7.108197,9.451962,12.1835,13.34971
10,17,15,Semi-Circle,5,4,0.0138756,0.2110989,0.6446305,9.884914,10.39598,3.665423,6.741969,9.318629,10.74027,11.6287
10,18,16,Flat,5,2,0.0148977,0.0148977,0.1767946,0.466673,12.82818,3.609913,7.064428,11.21796,14.09424,14.62731
10,19,17,Semi-Circle,5,5,0.0137523,0.0137523,0.9223298,11.14003,11.28432,3.087818,7.997146,10.65157,12.69507,13.30559
10,20,18,Flat,5,3,0.0136293,0.0136293,0.5666878,11.91731,11.973,3.929535,8.352459,11.32876,13.6056,14.13845
