Timestamp	TrialNo	Position.x	Position.y
421.1534	4.0000	0.0881	0.0828
421.1645	4.0000	0.0858	0.0811
421.1756	4.0000	0.0835	0.0797
421.1867	4.0000	0.0816	0.0783
421.1978	4.0000	0.0795	0.0776
421.2089	4.0000	0.0780	0.0768
421.2200	4.0000	0.0766	0.0764
421.2311	4.0000	0.0757	0.0754
421.2422	4.0000	0.0749	0.0749
421.2534	4.0000	0.0738	0.0741
421.2645	4.0000	0.0730	0.0735
421.2756	4.0000	0.0723	0.0732
421.2867	4.0000	0.0716	0.0729
421.2978	4.0000	0.0714	0.0727
421.3089	4.0000	0.0712	0.0728
421.3200	4.0000	0.0706	0.0729
421.3311	4.0000	0.0702	0.0732
421.3422	4.0000	0.0697	0.0735
421.3533	4.0000	0.0686	0.0740
421.3644	4.0000	0.0682	0.0745
421.3756	4.0000	0.0672	0.0750
421.3867	4.0000	0.0663	0.0749
421.3978	4.0000	0.0652	0.0748
421.4089	4.0000	0.0644	0.0742
421.4200	4.0000	0.0624	0.0732
421.4311	4.0000	0.0605	0.0717
421.4422	4.0000	0.0579	0.0697
421.4533	4.0000	0.0543	0.0676
421.4644	4.0000	0.0496	0.0649
421.4756	4.0000	0.0443	0.0618
421.4867	4.0000	0.0364	0.0581
421.4978	4.0000	0.0280	0.0535
421.5756	4.0000	-0.0870	0.0067
421.5867	4.0000	-0.1158	-0.0006
421.5978	4.0000	-0.1499	-0.0075
421.6089	4.0000	-0.1861	-0.0137
421.6200	4.0000	-0.2224	-0.0204
421.6311	4.0000	-0.2609	-0.0275
421.6422	4.0000	-0.3015	-0.0358
421.6534	4.0000	-0.3437	-0.0451
421.6645	4.0000	-0.3872	-0.0550
421.6756	4.0000	-0.4333	-0.0664
421.6978	4.0000	-0.5483	-0.0946
421.7089	4.0000	-0.5823	-0.1049
421.7200	4.0000	-0.6402	-0.1197
421.7311	4.0000	-0.7000	-0.1362
421.7422	4.0000	-0.7615	-0.1544
421.7534	4.0000	-0.8249	-0.1730
421.7645	4.0000	-0.8894	-0.1922
421.8200	4.0000	-1.2565	-0.2942
421.8311	4.0000	-1.2834	-0.3030
421.8422	4.0000	-1.3468	-0.3207
421.8533	4.0000	-1.4079	-0.3381
421.8644	4.0000	-1.5251	-0.3690
421.8756	4.0000	-1.5244	-0.3712
421.8867	4.0000	-1.5779	-0.3857
421.8978	4.0000	-1.6320	-0.4006
421.9089	4.0000	-1.6801	-0.4142
421.9200	4.0000	-1.7292	-0.4288
421.9311	4.0000	-1.7724	-0.4424
421.9422	4.0000	-1.8112	-0.4553
421.9533	4.0000	-1.8487	-0.4684
421.9644	4.0000	-1.8800	-0.4792
421.9756	4.0000	-1.9088	-0.4891
421.9867	4.0000	-2.0207	-0.5197
421.9978	4.0000	-2.0207	-0.5211
422.0089	4.0000	-2.0206	-0.5225
422.0200	4.0000	-2.0206	-0.5236
422.0311	4.0000	-2.0207	-0.5245
422.0422	4.0000	-2.0315	-0.5287
422.0533	4.0000	-2.0429	-0.5335
422.0645	4.0000	-2.0526	-0.5380
422.0756	4.0000	-2.0606	-0.5419
