Timestamp	TrialNo	Position.x	Position.y
326.2422	3.0000	-0.1904	0.1922
326.2533	3.0000	-0.1914	0.1877
326.2645	3.0000	-0.1919	0.1828
326.2756	3.0000	-0.1921	0.1772
326.2867	3.0000	-0.1916	0.1712
326.2978	3.0000	-0.1911	0.1646
326.3089	3.0000	-0.1901	0.1566
326.3200	3.0000	-0.1891	0.1482
326.3311	3.0000	-0.1877	0.1395
326.3422	3.0000	-0.1864	0.1314
326.3533	3.0000	-0.1849	0.1241
326.3644	3.0000	-0.1834	0.1180
326.3755	3.0000	-0.1824	0.1123
326.3867	3.0000	-0.1812	0.1068
326.3978	3.0000	-0.1800	0.1011
326.4089	3.0000	-0.1789	0.0953
326.4200	3.0000	-0.1779	0.0891
326.4311	3.0000	-0.1766	0.0831
326.4422	3.0000	-0.1752	0.0771
326.4533	3.0000	-0.1740	0.0716
326.4644	3.0000	-0.1727	0.0665
326.4756	3.0000	-0.1713	0.0614
326.4867	3.0000	-0.1700	0.0570
326.4978	3.0000	-0.1688	0.0525
326.5089	3.0000	-0.1671	0.0482
326.5200	3.0000	-0.1655	0.0440
326.5311	3.0000	-0.1638	0.0398
326.5422	3.0000	-0.1617	0.0356
326.5533	3.0000	-0.1597	0.0317
326.5645	3.0000	-0.1571	0.0282
326.5756	3.0000	-0.1542	0.0249
326.5867	3.0000	-0.1503	0.0219
326.5978	3.0000	-0.1455	0.0192
326.6089	3.0000	-0.1395	0.0170
326.6200	3.0000	-0.1314	0.0152
326.6311	3.0000	-0.1219	0.0135
326.6422	3.0000	-0.1096	0.0125
326.6534	3.0000	-0.0967	0.0115
326.6645	3.0000	-0.0817	0.0115
326.6756	3.0000	-0.0660	0.0118
326.7422	3.0000	0.0464	0.0236
326.7533	3.0000	0.0661	0.0255
326.7645	3.0000	0.0856	0.0270
326.7756	3.0000	0.1040	0.0278
326.7867	3.0000	0.1216	0.0281
326.7978	3.0000	0.1375	0.0266
326.8089	3.0000	0.1525	0.0247
326.8200	3.0000	0.1651	0.0209
326.8311	3.0000	0.1765	0.0167
326.8422	3.0000	0.1850	0.0115
326.8533	3.0000	0.1924	0.0070
326.8644	3.0000	0.1966	0.0032
326.8755	3.0000	0.1994	0.0009
326.8867	3.0000	0.2023	-0.0007
326.8978	3.0000	0.2032	-0.0011
326.9089	3.0000	0.2043	-0.0007
326.9200	3.0000	0.2058	0.0000
326.9311	3.0000	0.2084	0.0020
326.9422	3.0000	0.2125	0.0040
326.9533	3.0000	0.2193	0.0059
326.9644	3.0000	0.2276	0.0073
326.9756	3.0000	0.2379	0.0085
326.9867	3.0000	0.2496	0.0101
326.9978	3.0000	0.2634	0.0126
327.0089	3.0000	0.2804	0.0161
327.0200	3.0000	0.2998	0.0199
327.0311	3.0000	0.3239	0.0242
327.0422	3.0000	0.3492	0.0283
327.0533	3.0000	0.3774	0.0335
327.0645	3.0000	0.4052	0.0391
327.0978	3.0000	0.5113	0.0592
327.1089	3.0000	0.5223	0.0619
327.1200	3.0000	0.5532	0.0664
327.1311	3.0000	0.5856	0.0706
327.1422	3.0000	0.6193	0.0751
327.1534	3.0000	0.6551	0.0802
327.1645	3.0000	0.6928	0.0856
327.1756	3.0000	0.7321	0.0910
327.1867	3.0000	0.7737	0.0958
327.1978	3.0000	0.8148	0.0991
327.2089	3.0000	0.8596	0.1041
327.2200	3.0000	0.9880	0.1164
