TimeSinceStart,UserHeight,TrialNo,TrialID,ParticipantID,ExperimentSequence,Layout,Difficulty,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,MainControllerPosition.x,MainControllerPosition.y,MainControllerPosition.z,MainControllerEulerAngles.x,MainControllerEulerAngles.y,MainControllerEulerAngles.z,MainPadPressed,MainTriggerPressed
37.68667,1,1,Training,0,0,Flat,5,showPattern,-0.06101814,0.6352766,-0.03956773,326.085,0.4473201,353.5908,-2.001257,0.857215,-3.716728,348.3176,335.2299,350.6514,False,False
37.69778,1,1,Training,0,0,Flat,5,showPattern,-0.06102034,0.6352719,-0.03956122,326.0845,0.4508882,353.586,-2.00126,0.8572905,-3.716715,348.3162,335.2322,350.6387,False,False
37.70889,1,1,Training,0,0,Flat,5,showPattern,-0.06102528,0.6352597,-0.03958048,326.09,0.4571076,353.588,-2.001231,0.8571688,-3.71696,348.3326,335.2525,350.631,False,False
37.72,1,1,Training,0,0,Flat,5,showPattern,-0.06096742,0.6352223,-0.03961045,326.091,0.4442716,353.5919,-2.001098,0.8569589,-3.717506,348.3083,335.2722,350.622,False,False
37.73111,1,1,Training,0,0,Flat,5,showPattern,-0.06090671,0.6352549,-0.0396217,326.0873,0.4491189,353.59,-2.001212,0.8569739,-3.717494,348.3022,335.2712,350.6171,False,False
37.74222,1,1,Training,0,0,Flat,5,showPattern,-0.06095909,0.6352597,-0.03969296,326.0822,0.4477081,353.5952,-2.001248,0.8567687,-3.717354,348.3083,335.2697,350.621,False,False
37.75333,1,1,Training,0,0,Flat,5,showPattern,-0.06108805,0.6352334,-0.0397577,326.0839,0.4497862,353.5941,-2.001255,0.856745,-3.717374,348.3123,335.2696,350.6203,False,False
37.76445,1,1,Training,0,0,Flat,5,showPattern,-0.06104592,0.6352472,-0.03976285,326.0693,0.4480197,353.5956,-2.001401,0.8573669,-3.716866,348.3301,335.2667,350.6313,False,False
37.77555,1,1,Training,0,0,Flat,5,showPattern,-0.06106825,0.6353265,-0.03974754,326.0788,0.4486675,353.5909,-2.001436,0.8574162,-3.716858,348.3366,335.2604,350.6358,False,False
37.78667,1,1,Training,0,0,Flat,5,showPattern,-0.06108095,0.6352985,-0.03963063,326.0783,0.4555504,353.5924,-2.001446,0.8573351,-3.716872,348.3347,335.2559,350.6471,False,False
37.79778,1,1,Training,0,0,Flat,5,showPattern,-0.06107847,0.6353023,-0.03959976,326.0872,0.4484573,353.5948,-2.000994,0.8568391,-3.717282,348.3123,335.2628,350.6449,False,False
37.80889,1,1,Training,0,0,Flat,5,showPattern,-0.06106813,0.635337,-0.03970153,326.0812,0.4480952,353.5939,-2.001038,0.8567024,-3.717126,348.3146,335.2595,350.6515,False,False
