5,16,19,26,33,
25,27,11,21,6,
25,16,14,35,22,
1,14,35,22,5,
1,26,28,34,32,
35,1,15,29,19,
0,14,29,34,20,
0,25,29,34,8,
13,6,16,35,21,
29,6,12,26,22,
24,28,18,34,9,
35,14,21,7,17,
24,15,5,34,20,
0,14,5,34,8,
28,31,14,35,9,
0,14,6,34,9,
12,5,30,34,9,
13,27,18,34,9,
