Timestamp	TrialNo	Position.x	Position.y
473.6311	4.0000	0.0830	0.3066
473.6422	4.0000	0.0928	0.3020
473.6534	4.0000	0.1054	0.3023
473.6645	4.0000	0.1188	0.3026
473.6756	4.0000	0.1329	0.3029
473.6867	4.0000	0.1479	0.3033
473.6978	4.0000	0.1643	0.3036
473.8311	4.0000	0.3268	0.2051
473.8422	4.0000	0.3422	0.1979
473.8533	4.0000	0.3570	0.1911
473.8644	4.0000	0.3713	0.1845
473.8756	4.0000	0.3861	0.1782
473.8867	4.0000	0.4012	0.1724
473.8978	4.0000	0.4164	0.1666
473.9089	4.0000	0.4317	0.1608
473.9200	4.0000	0.4464	0.1547
473.9311	4.0000	0.4605	0.1486
473.9756	4.0000	0.5665	0.1317
473.9867	4.0000	0.5663	0.1202
473.9978	4.0000	0.5661	0.1088
474.0089	4.0000	0.5746	0.0996
474.0200	4.0000	0.5910	0.0913
474.0311	4.0000	0.6078	0.0820
474.0422	4.0000	0.6267	0.0728
474.0533	4.0000	0.6478	0.0628
474.0645	4.0000	0.6695	0.0533
474.0756	4.0000	0.6917	0.0438
474.0867	4.0000	0.7145	0.0337
474.0978	4.0000	0.7394	0.0235
474.1089	4.0000	0.7682	0.0123
474.1200	4.0000	0.7995	0.0007
474.1311	4.0000	0.8340	-0.0115
474.1422	4.0000	0.8690	-0.0231
474.1534	4.0000	0.9032	-0.0341
474.1645	4.0000	0.9372	-0.0442
474.1756	4.0000	1.0567	-0.0580
474.1867	4.0000	1.0559	-0.0644
474.1978	4.0000	1.0552	-0.0707
474.2089	4.0000	1.0680	-0.0762
474.2200	4.0000	1.0998	-0.0821
474.2311	4.0000	1.1319	-0.0873
474.2422	4.0000	1.1611	-0.0902
474.2534	4.0000	1.1908	-0.0934
474.2645	4.0000	1.2178	-0.0948
474.2756	4.0000	1.2432	-0.0973
474.2867	4.0000	1.2662	-0.0998
474.2978	4.0000	1.2858	-0.1010
474.3089	4.0000	1.3023	-0.1019
474.3200	4.0000	1.3158	-0.1016
474.3311	4.0000	1.3252	-0.0995
474.3422	4.0000	1.3326	-0.0978
474.3533	4.0000	1.3359	-0.0953
474.3644	4.0000	1.3402	-0.0923
474.3756	4.0000	1.3410	-0.0881
474.3867	4.0000	1.3408	-0.0835
474.3978	4.0000	1.3361	-0.0779
474.4089	4.0000	1.3292	-0.0720
474.4200	4.0000	1.3177	-0.0661
474.4311	4.0000	1.3063	-0.0609
474.4422	4.0000	1.2922	-0.0568
474.4533	4.0000	1.2782	-0.0526
474.4644	4.0000	1.2619	-0.0489
474.4756	4.0000	1.2441	-0.0449
474.4867	4.0000	1.2243	-0.0404
474.4978	4.0000	1.2012	-0.0356
474.5089	4.0000	1.1786	-0.0307
474.5200	4.0000	1.1543	-0.0255
474.5311	4.0000	1.1299	-0.0204
474.5422	4.0000	1.1051	-0.0151
474.5533	4.0000	1.0797	-0.0099
474.5645	4.0000	1.0528	-0.0039
474.5756	4.0000	1.0338	0.0029
474.5867	4.0000	1.0334	0.0109
474.5978	4.0000	1.0329	0.0196
474.6089	4.0000	0.9217	0.0257
474.6200	4.0000	0.8861	0.0327
474.6311	4.0000	0.8503	0.0394
474.6422	4.0000	0.8135	0.0463
474.6534	4.0000	0.7772	0.0529
474.6645	4.0000	0.7404	0.0601
474.6756	4.0000	0.7037	0.0672
474.6867	4.0000	0.6676	0.0747
474.6978	4.0000	0.6315	0.0823
474.7089	4.0000	0.5936	0.0903
474.7200	4.0000	0.5562	0.0985
474.7311	4.0000	0.5330	0.1104
474.7645	4.0000	0.3974	0.1327
474.7756	4.0000	0.3549	0.1412
474.7867	4.0000	0.3109	0.1495
474.7978	4.0000	0.2676	0.1570
474.8089	4.0000	0.2239	0.1636
474.8200	4.0000	0.1812	0.1696
474.8311	4.0000	0.1383	0.1741
474.8422	4.0000	0.0947	0.1783
474.8756	4.0000	-0.0387	0.1882
474.8867	4.0000	-0.0837	0.1911
474.8978	4.0000	-0.1299	0.1940
