TimeSinceStart,TrialNo,TrialID,ParticipantID,Layout,Info,CardSeen,CardSelected,CardAnswered,CardPlayed
132.32,1,Training,12,Semi-Circle,Prepare,,,
142.2756,1,Training,12,Semi-Circle,ShowPattern,,,
142.2867,1,Training,12,Semi-Circle,Card,6,,,
143.22,1,Training,12,Semi-Circle,Card,15,,,
143.6533,1,Training,12,Semi-Circle,Card,25,,,
147.7978,1,Training,12,Semi-Circle,Card,,25,,
149.8422,1,Training,12,Semi-Circle,Card,,15,,
152.7089,1,Training,12,Semi-Circle,Card,10,,,
154.0645,1,Training,12,Semi-Circle,Card,,6,,
156.0422,1,Training,12,Semi-Circle,Card,35,,,
156.6867,1,Training,12,Semi-Circle,Card,,10,,
157.4644,1,Training,12,Semi-Circle,Card,,35,,
157.4644,1,Training,12,Semi-Circle,Distractor,,,
159.5533,1,Training,12,Semi-Circle,Task: 4,,,
162.4089,1,Training,12,Semi-Circle,CardGame,,,,4
162.4089,1,Training,12,Semi-Circle,Task: 4,,,
164.9756,1,Training,12,Semi-Circle,CardGame,,,,4
164.9756,1,Training,12,Semi-Circle,Task: 4,,,
166.7867,1,Training,12,Semi-Circle,CardGame,,,,4
166.7867,1,Training,12,Semi-Circle,Task: 8,,,
168.8867,1,Training,12,Semi-Circle,CardGame,,,,8
168.8867,1,Training,12,Semi-Circle,Task: 4,,,
171.32,1,Training,12,Semi-Circle,CardGame,,,,4
171.32,1,Training,12,Semi-Circle,Task: 8,,,
173.5756,1,Training,12,Semi-Circle,CardGame,,,,8
173.5756,1,Training,12,Semi-Circle,Task: 6,,,
174.4867,1,Training,12,Semi-Circle,SelectedCards,,,
178.6089,1,Training,12,Semi-Circle,Card,,,25,
190.0645,1,Training,12,Semi-Circle,Card,,,35,
200.4756,1,Training,12,Semi-Circle,Card,,,9,
227.6756,1,Training,12,Semi-Circle,Card,,,15,
245.92,1,Training,12,Semi-Circle,Card,,,19,
248.0978,1,Training,12,Semi-Circle,Result,,,
277.3755,2,Training,12,Flat,Prepare,,,
280.6645,2,Training,12,Flat,ShowPattern,,,
280.6756,2,Training,12,Flat,Card,2,,,
280.6756,2,Training,12,Flat,Card,25,,,
284.9867,2,Training,12,Flat,Card,,25,,
286.0867,2,Training,12,Flat,Card,,2,,
287.2867,2,Training,12,Flat,Card,30,,,
289.6311,2,Training,12,Flat,Card,20,,,
290.1089,2,Training,12,Flat,Card,,30,,
292.9533,2,Training,12,Flat,Card,,20,,
293.4311,2,Training,12,Flat,Card,11,,,
294.2645,2,Training,12,Flat,Card,,11,,
295.6311,2,Training,12,Flat,Distractor,,,
298.3533,2,Training,12,Flat,Task: 4,,,
301.3311,2,Training,12,Flat,CardGame,,,,4
301.3311,2,Training,12,Flat,Task: 2,,,
303.6645,2,Training,12,Flat,CardGame,,,,2
303.6645,2,Training,12,Flat,Task: 2,,,
306.4978,2,Training,12,Flat,CardGame,,,,2
306.4978,2,Training,12,Flat,Task: 5,,,
307.9089,2,Training,12,Flat,CardGame,,,,5
307.9089,2,Training,12,Flat,Task: 6,,,
309.8089,2,Training,12,Flat,CardGame,,,,6
309.8089,2,Training,12,Flat,Task: 8,,,
312.0311,2,Training,12,Flat,CardGame,,,,8
312.0311,2,Training,12,Flat,Task: 2,,,
313.3089,2,Training,12,Flat,SelectedCards,,,
318.9311,2,Training,12,Flat,Card,,,25,
327.3755,2,Training,12,Flat,Card,,,2,
355.4089,2,Training,12,Flat,Card,,,35,
363.32,2,Training,12,Flat,Card,,,30,
379.42,2,Training,12,Flat,Card,,,21,
381.2422,2,Training,12,Flat,Result,,,
421.2534,3,1,12,Semi-Circle,Prepare,,,
423.2867,3,1,12,Semi-Circle,ShowPattern,,,
423.3089,3,1,12,Semi-Circle,Card,6,,,
423.3089,3,1,12,Semi-Circle,Card,16,,,
424.2089,3,1,12,Semi-Circle,Card,0,,,
426.4867,3,1,12,Semi-Circle,Card,,0,,
429.1422,3,1,12,Semi-Circle,Card,,16,,
431.3311,3,1,12,Semi-Circle,Card,,6,,
431.9089,3,1,12,Semi-Circle,Card,20,,,
432.2978,3,1,12,Semi-Circle,Card,34,,,
433.2311,3,1,12,Semi-Circle,Card,,20,,
434.6645,3,1,12,Semi-Circle,Card,,34,,
438.2534,3,1,12,Semi-Circle,Distractor,,,
438.2534,3,1,12,Semi-Circle,Task: 6,,,
441.72,3,1,12,Semi-Circle,CardGame,,,,6
441.72,3,1,12,Semi-Circle,Task: 4,,,
443.3311,3,1,12,Semi-Circle,CardGame,,,,4
443.3311,3,1,12,Semi-Circle,Task: 8,,,
445.0422,3,1,12,Semi-Circle,CardGame,,,,8
445.0422,3,1,12,Semi-Circle,Task: 7,,,
447.5533,3,1,12,Semi-Circle,CardGame,,,,7
447.5533,3,1,12,Semi-Circle,Task: 2,,,
450.3644,3,1,12,Semi-Circle,CardGame,,,,2
450.3644,3,1,12,Semi-Circle,Task: 2,,,
453.1978,3,1,12,Semi-Circle,SelectedCards,,,
479.1311,3,1,12,Semi-Circle,Card,,,12,
485.3645,3,1,12,Semi-Circle,Card,,,4,
497.6089,3,1,12,Semi-Circle,Card,,,34,
510.1645,3,1,12,Semi-Circle,Card,,,20,
519.8755,3,1,12,Semi-Circle,Card,,,18,
521.2867,3,1,12,Semi-Circle,Result,,,
524.42,4,2,12,Flat,Prepare,,,
528.5089,4,2,12,Flat,ShowPattern,,,
528.5311,4,2,12,Flat,Card,17,,,
528.5311,4,2,12,Flat,Card,27,,,
528.6089,4,2,12,Flat,Card,25,,,
534.0867,4,2,12,Flat,Card,,25,,
534.9534,4,2,12,Flat,Card,,27,,
537.8089,4,2,12,Flat,Card,,17,,
538.32,4,2,12,Flat,Card,7,,,
538.92,4,2,12,Flat,Card,11,,,
539.6089,4,2,12,Flat,Card,,7,,
