ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
3,3,1,Flat,5,3,0.015194,0.015194,0.4659989,0.5783195,16.2711,2.999114,5.097635,8.929875,14.57183,17.51464
3,4,2,Semi-Circle,5,4,0.013814,0.2927488,0.8268421,12.94385,15.13191,2.859224,7.590491,10.26245,13.87656,17.34171
3,5,3,Flat,5,4,0.0158845,0.4321171,0.4774229,15.18288,15.34953,3.765666,6.686363,14.66081,17.21508,22.02397
3,6,4,Semi-Circle,5,1,0.0143361,0.6668479,0.7224298,6.327652,6.508511,2.894198,4.054099,5.709159,14.46063,15.24932
3,7,5,Flat,5,5,0.0164553,0.398271,0.6672354,0.7451169,12.76158,3.854339,6.231133,9.669411,12.56187,28.83213
3,8,6,Semi-Circle,5,5,0.014319,0.8447269,0.9220383,13.20566,13.87176,3.587652,5.364746,10.90646,21.53523,22.1238
3,9,7,Flat,5,0,0.3090379,0.4659626,0.4891193,12.27319,12.41722,3.432525,4.709857,9.807211,14.04975,16.56734
3,10,8,Semi-Circle,5,1,0.0169972,0.4173553,0.6526528,15.44918,15.79345,2.732382,5.609406,13.06114,16.79277,18.32105
3,11,9,Flat,5,2,0.0134414,0.3560149,0.6334578,13.15769,13.15769,3.743156,9.229362,12.86149,15.90483,17.99262
3,12,10,Semi-Circle,5,4,0.0164713,0.1735796,0.6447073,13.17222,13.79434,3.365406,6.708497,12.17264,14.9824,15.70447
3,13,11,Flat,5,4,0.0138914,0.0138914,0.4479959,16.46363,19.70686,3.048558,8.6898,15.96389,18.59628,21.20614
3,14,12,Semi-Circle,5,5,0.0147931,0.2766113,0.7888061,14.07196,14.32759,2.943509,8.229879,12.26166,17.87016,19.5249
3,15,13,Flat,5,3,0.0230823,0.3434431,0.4765904,13.02576,13.15818,3.721905,6.610456,10.93073,15.86198,19.32732
3,16,14,Semi-Circle,5,3,0.0140576,0.3999155,0.8562133,12.88361,13.17261,2.843703,5.120478,9.04765,14.22759,16.43779
3,17,15,Flat,5,1,0.0139226,0.0139226,0.4786007,11.39549,14.40533,3.387753,7.808215,10.5401,14.73411,16.53738
3,18,16,Semi-Circle,5,2,0.6283079,0.8174423,10.79572,16.29994,18.05903,3.421154,7.786013,15.92171,17.81114,19.56474
3,19,17,Flat,5,1,0.0154891,0.0307915,0.3305862,14.79333,18.29165,3.154047,9.706672,13.92597,17.91429,19.50289
3,20,18,Semi-Circle,5,1,0.014061,0.4453349,0.9670553,11.43998,13.58339,2.632694,8.907601,10.58524,14.77041,15.76009
