Timestamp	TrialNo	Position.x	Position.y
382.4311	4.0000	0.1378	0.3448
382.4422	4.0000	0.1376	0.3450
382.4533	4.0000	0.1375	0.3452
382.4644	4.0000	0.1370	0.3454
382.4756	4.0000	0.1368	0.3456
382.4867	4.0000	0.1362	0.3459
382.4978	4.0000	0.1357	0.3460
382.5089	4.0000	0.1351	0.3462
382.5200	4.0000	0.1341	0.3464
382.5311	4.0000	0.1335	0.3466
382.5422	4.0000	0.1327	0.3467
382.5533	4.0000	0.1319	0.3469
382.5645	4.0000	0.1310	0.3470
382.8644	4.0000	0.0512	0.2476
382.8756	4.0000	0.0478	0.2434
382.8867	4.0000	0.0472	0.2523
383.3978	4.0000	-0.0507	0.0925
383.4089	4.0000	-0.0612	0.0883
383.4200	4.0000	-0.0729	0.0839
383.4311	4.0000	-0.0876	0.0797
383.4422	4.0000	-0.1042	0.0752
383.4533	4.0000	-0.1230	0.0708
383.4644	4.0000	-0.1420	0.0667
383.4756	4.0000	-0.1631	0.0630
383.4867	4.0000	-0.1847	0.0593
383.4978	4.0000	-0.2078	0.0558
383.5089	4.0000	-0.2316	0.0521
383.5200	4.0000	-0.2570	0.0484
383.5311	4.0000	-0.2834	0.0445
383.5422	4.0000	-0.3100	0.0406
383.5533	4.0000	-0.3380	0.0367
383.5645	4.0000	-0.3661	0.0332
383.5756	4.0000	-0.3945	0.0298
383.6089	4.0000	-0.5022	0.0197
383.6200	4.0000	-0.5134	0.0151
383.6311	4.0000	-0.5442	0.0113
383.6422	4.0000	-0.5752	0.0076
383.6534	4.0000	-0.6052	0.0039
383.6645	4.0000	-0.6346	-0.0001
383.6756	4.0000	-0.6631	-0.0038
383.6867	4.0000	-0.6907	-0.0075
383.6978	4.0000	-0.7181	-0.0113
383.7089	4.0000	-0.7436	-0.0142
383.7200	4.0000	-0.7681	-0.0167
383.7311	4.0000	-0.7902	-0.0176
383.7422	4.0000	-0.8103	-0.0183
383.7534	4.0000	-0.8268	-0.0179
383.7645	4.0000	-0.8422	-0.0183
383.7756	4.0000	-0.8546	-0.0177
383.8089	4.0000	-0.9565	-0.0195
383.8200	4.0000	-0.9548	-0.0190
383.8311	4.0000	-0.9535	-0.0212
383.8644	4.0000	-0.8408	-0.0267
383.8756	4.0000	-0.8240	-0.0303
383.8867	4.0000	-0.8062	-0.0322
383.8978	4.0000	-0.7857	-0.0340
383.9089	4.0000	-0.7644	-0.0353
383.9200	4.0000	-0.7434	-0.0364
383.9311	4.0000	-0.7210	-0.0367
383.9422	4.0000	-0.6999	-0.0370
383.9533	4.0000	-0.6765	-0.0366
383.9644	4.0000	-0.6539	-0.0357
383.9756	4.0000	-0.6299	-0.0337
383.9867	4.0000	-0.6058	-0.0306
383.9978	4.0000	-0.5828	-0.0276
384.0089	4.0000	-0.5604	-0.0239
384.0200	4.0000	-0.5380	-0.0200
384.0311	4.0000	-0.5157	-0.0155
384.0422	4.0000	-0.4927	-0.0108
384.0533	4.0000	-0.4695	-0.0051
384.0645	4.0000	-0.4506	0.0011
384.0756	4.0000	-0.4515	0.0087
384.1200	4.0000	-0.3364	0.0410
384.1311	4.0000	-0.3139	0.0504
384.1422	4.0000	-0.2926	0.0591
384.1534	4.0000	-0.2720	0.0672
384.1645	4.0000	-0.2524	0.0746
384.1756	4.0000	-0.2338	0.0813
384.1867	4.0000	-0.2160	0.0878
384.1978	4.0000	-0.1992	0.0936
384.2089	4.0000	-0.1830	0.0988
384.2200	4.0000	-0.1671	0.1038
384.2311	4.0000	-0.1517	0.1082
384.2422	4.0000	-0.1364	0.1130
384.2534	4.0000	-0.1215	0.1173
384.2645	4.0000	-0.1067	0.1221
384.2756	4.0000	-0.0923	0.1267
384.2867	4.0000	-0.0788	0.1304
384.2978	4.0000	-0.0660	0.1338
384.3089	4.0000	-0.0543	0.1371
384.3200	4.0000	-0.0433	0.1401
384.3311	4.0000	-0.0338	0.1427
384.3422	4.0000	-0.0247	0.1447
384.3533	4.0000	-0.0179	0.1457
384.3644	4.0000	-0.0118	0.1466
384.3756	4.0000	-0.0069	0.1472
384.3867	4.0000	-0.0037	0.1479
384.3978	4.0000	-0.0013	0.1479
384.4089	4.0000	0.0013	0.1477
384.4200	4.0000	0.0030	0.1462
384.4311	4.0000	0.0044	0.1443
384.4422	4.0000	0.0056	0.1427
384.4533	4.0000	0.0062	0.1411
384.4644	4.0000	0.0068	0.1390
384.4756	4.0000	0.0071	0.1363
384.4867	4.0000	0.0069	0.1333
384.4978	4.0000	0.0063	0.1298
384.5089	4.0000	0.0055	0.1257
384.5200	4.0000	0.0042	0.1215
384.5311	4.0000	0.0028	0.1172
384.5422	4.0000	0.0013	0.1137
384.5533	4.0000	-0.0004	0.1107
384.5645	4.0000	-0.0020	0.1080
384.5756	4.0000	-0.0036	0.1057
