0.3533259,1,Training,0,0,Flat,5,prepare,0.3137726,1.023152,-0.1281596,352.4046,8.936183,353.6717,0,0,0,0,0,0
0.4644346,1,Training,0,0,Flat,5,prepare,0.3137769,1.022968,-0.1284491,352.3903,8.945124,353.6699,0,0,0,0,0,0
0.5310998,1,Training,0,0,Flat,5,prepare,0.3137373,1.023081,-0.1284535,352.407,8.941669,353.677,0,0,0,0,0,0
0.5422106,1,Training,0,0,Flat,5,prepare,0.3137252,1.023094,-0.128439,352.4266,8.942104,353.6696,0,0,0,0,0,0
0.5644324,1,Training,0,0,Flat,5,prepare,0.3136709,1.023101,-0.1284414,352.423,8.94164,353.6907,0,0,0,0,0,0
0.5866541,1,Training,0,0,Flat,5,prepare,0.3136618,1.023143,-0.1283793,352.3931,8.952189,353.6913,0,0,0,0,0,0
0.6088758,1,Training,0,0,Flat,5,prepare,0.3136487,1.023164,-0.1283573,352.3944,8.954617,353.6742,0,0,0,0,0,0
0.6199867,1,Training,0,0,Flat,5,prepare,0.3136503,1.023151,-0.128288,352.4187,8.94331,353.6813,0,0,0,0,0,0
0.6310976,1,Training,0,0,Flat,5,prepare,0.3136629,1.023159,-0.1282601,352.4183,8.934381,353.6982,0,0,0,0,0,0
0.6422084,1,Training,0,0,Flat,5,prepare,0.3136883,1.023155,-0.1282688,352.4099,8.933364,353.7116,0,0,0,0,0,0
0.6533193,1,Training,0,0,Flat,5,prepare,0.3137085,1.023148,-0.1282605,352.3952,8.932556,353.7263,0,0,0,0,0,0
0.6644301,1,Training,0,0,Flat,5,prepare,0.3137242,1.023161,-0.1282858,352.3915,8.940888,353.7141,0,0,0,0,0,0
0.675541,1,Training,0,0,Flat,5,prepare,0.3137462,1.023187,-0.1283236,352.3935,8.943568,353.7027,0,0,0,0,0,0
0.6977627,1,Training,0,0,Flat,5,prepare,0.3137646,1.023205,-0.1283064,352.3985,8.948524,353.6897,0,0,0,0,0,0
0.7199845,1,Training,0,0,Flat,5,prepare,0.3137684,1.023191,-0.1283406,352.4017,8.951136,353.6697,0,0,0,0,0,0
0.7310953,1,Training,0,0,Flat,5,prepare,0.3137787,1.023173,-0.1283659,352.4102,8.951711,353.6664,0,0,0,0,0,0
0.7422062,1,Training,0,0,Flat,5,prepare,0.3137785,1.023174,-0.1283825,352.4174,8.95463,353.6722,0,0,0,0,0,0
0.7533171,1,Training,0,0,Flat,5,prepare,0.3137625,1.02317,-0.1283917,352.4232,8.951422,353.6884,0,0,0,0,0,0
0.7644279,1,Training,0,0,Flat,5,prepare,0.3137532,1.023174,-0.1284022,352.4252,8.947503,353.6999,0,0,0,0,0,0
0.7755388,1,Training,0,0,Flat,5,prepare,0.3137265,1.023191,-0.1284215,352.4301,8.950793,353.6989,0,0,0,0,0,0
0.7977605,1,Training,0,0,Flat,5,prepare,0.313688,1.023191,-0.1284212,352.4283,8.953945,353.693,0,0,0,0,0,0
0.8088714,1,Training,0,0,Flat,5,prepare,0.313678,1.023179,-0.1284631,352.407,8.949573,353.6806,0,0,0,0,0,0
0.8199822,1,Training,0,0,Flat,5,prepare,0.3136398,1.023131,-0.1285101,352.3929,8.951973,353.6729,0,0,0,0,0,0
0.8310931,1,Training,0,0,Flat,5,prepare,0.3136384,1.023129,-0.1285438,352.3866,8.951164,353.6716,0,0,0,0,0,0
0.842204,1,Training,0,0,Flat,5,prepare,0.3136447,1.023123,-0.1285371,352.3923,8.955649,353.6728,0,0,0,0,0,0
0.8533148,1,Training,0,0,Flat,5,prepare,0.3136368,1.023133,-0.1284679,352.4077,8.956167,353.6747,0,0,0,0,0,0
0.8644257,1,Training,0,0,Flat,5,prepare,0.3136343,1.023128,-0.1284572,352.4217,8.9552,353.6791,0,0,0,0,0,0
0.8755366,1,Training,0,0,Flat,5,prepare,0.3136258,1.023131,-0.1284506,352.4391,8.952445,353.6849,0,0,0,0,0,0
0.8866475,1,Training,0,0,Flat,5,prepare,0.313631,1.023132,-0.1283849,352.4484,8.948128,353.6909,0,0,0,0,0,0
