ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
2,3,1,Full Circle,5,0,1.410746,5.897805,7.885639,10.01857,12.04004,2.610485,6.830436,8.685337,10.90682,12.56156
2,4,2,Flat,5,5,0.0146457,4.042634,6.319308,10.42865,14.38263,2.587169,5.61979,7.530302,12.16129,14.94893
2,5,3,Full Circle,5,1,1.012182,3.165742,6.208915,13.29566,13.78374,3.131965,3.909745,4.698548,13.62801,14.21549
2,6,4,Flat,5,2,0.0139111,4.964855,6.664371,14.37216,14.96038,2.310484,5.975852,7.775076,14.92711,15.74902
2,7,5,Full Circle,5,3,0.0141423,0.7783716,7.79739,10.44079,12.22838,2.343796,3.754506,8.130096,10.99621,12.86167
2,8,6,Flat,5,5,1.03271,3.254023,4.786873,10.44036,13.53869,2.654539,4.031422,5.486527,11.7848,14.27087
2,9,7,Full Circle,5,1,0.0139695,4.775902,6.564159,10.86257,13.83931,2.810642,5.986685,7.496418,12.0296,14.48259
2,10,8,Flat,5,4,0.5334488,6.097506,6.897575,11.80603,13.00559,2.754493,7.386047,7.963291,12.77254,13.80596
2,11,9,Full Circle,5,3,1.622155,2.054919,7.763787,9.285404,10.5182,3.467822,5.953221,7.985693,9.551911,11.0628
2,12,10,Flat,5,5,0.0137171,0.4219362,7.519107,11.88387,12.52768,1.821251,2.38776,8.174273,12.74991,13.39403
2,13,11,Full Circle,5,1,1.699594,5.820955,7.508358,8.918804,11.13978,2.932282,6.675411,8.141195,9.440947,11.96184
2,14,12,Flat,5,2,1.055418,4.720906,8.485619,14.20519,15.6261,3.165653,6.076076,9.373947,15.02711,15.98216
2,15,13,Full Circle,5,3,0.0137092,3.65447,6.643124,7.552609,10.64045,2.56603,4.542867,7.708276,8.207875,11.90642
2,16,14,Flat,5,5,0.422268,3.488342,6.275414,10.75099,12.02892,2.322179,4.576876,7.008409,11.69527,12.51708
2,17,15,Full Circle,5,3,0.0145892,2.966151,6.575376,10.2072,12.25021,2.332413,3.654293,7.21969,10.88468,12.87228
2,18,16,Flat,5,5,0.0140927,1.177857,6.930933,10.87402,12.19524,2.188539,2.977124,7.686548,11.90639,12.93918
2,19,17,Full Circle,5,5,1.477586,6.009422,8.885472,10.36271,11.08474,4.543788,8.352521,9.662601,10.88448,11.86189
2,20,18,Flat,5,5,0.4550031,1.533251,4.587599,8.841453,10.11843,1.656167,2.410375,5.342309,9.996073,10.80647
