Timestamp	Position.x	Position.y	Position.z	Rotation.x	Rotation.y	Rotation.z	Rotation.w
0.03924561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.0947876	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.1503601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.2059021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.2614746	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.3170166	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.3725891	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.4281311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.4836731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.5392456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.5947876	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.6503601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.7059021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.7614746	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.8170166	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.8725891	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.9281311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
0.9836731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.039246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.094788	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.15036	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.205902	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.261475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.317017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.372589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.428131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.483673	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.539246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.594788	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.65036	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.705902	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.761475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.817017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.872589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.928131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
1.983673	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
