Timestamp	TrialNo	Position.x	Position.y
487.7089	4.0000	0.0901	0.3007
487.7200	4.0000	0.0901	0.3049
488.6089	4.0000	0.0976	0.1403
488.6200	4.0000	0.1052	0.1336
488.6311	4.0000	0.1144	0.1296
488.6422	4.0000	0.1240	0.1254
488.6534	4.0000	0.1337	0.1207
488.6645	4.0000	0.1436	0.1156
488.6756	4.0000	0.1545	0.1096
488.6867	4.0000	0.1644	0.1042
488.6978	4.0000	0.1751	0.0986
488.7089	4.0000	0.1859	0.0936
488.7200	4.0000	0.1975	0.0883
488.7311	4.0000	0.2096	0.0826
488.7422	4.0000	0.2216	0.0768
488.7534	4.0000	0.2352	0.0706
488.7645	4.0000	0.2497	0.0648
488.7756	4.0000	0.2651	0.0591
488.7867	4.0000	0.2820	0.0543
488.7978	4.0000	0.2992	0.0498
488.8089	4.0000	0.3174	0.0457
488.8200	4.0000	0.3355	0.0414
488.8311	4.0000	0.3546	0.0377
488.8422	4.0000	0.3741	0.0345
488.8533	4.0000	0.3940	0.0313
488.8645	4.0000	0.4141	0.0279
488.8756	4.0000	0.4337	0.0240
488.9089	4.0000	0.5376	0.0119
488.9200	4.0000	0.5325	0.0066
488.9311	4.0000	0.5284	0.0020
488.9422	4.0000	0.5477	-0.0019
488.9533	4.0000	0.5669	-0.0055
488.9644	4.0000	0.5863	-0.0092
488.9756	4.0000	0.6061	-0.0130
488.9867	4.0000	0.6264	-0.0167
488.9978	4.0000	0.6469	-0.0202
489.0089	4.0000	0.6679	-0.0232
489.0200	4.0000	0.6894	-0.0262
489.0311	4.0000	0.7108	-0.0291
489.0422	4.0000	0.7323	-0.0315
489.0533	4.0000	0.7540	-0.0332
489.0645	4.0000	0.7756	-0.0342
489.0756	4.0000	0.7971	-0.0352
489.0867	4.0000	0.8180	-0.0359
489.1089	4.0000	0.9212	-0.0409
489.1089	4.0000	0.9129	-0.0415
489.1311	4.0000	0.9048	-0.0422
489.1311	4.0000	0.9270	-0.0437
489.1534	4.0000	0.9492	-0.0450
489.1645	4.0000	0.9719	-0.0459
489.1756	4.0000	0.9937	-0.0458
489.1756	4.0000	1.0155	-0.0448
489.1978	4.0000	1.0366	-0.0440
489.1978	4.0000	1.0569	-0.0421
489.2089	4.0000	1.0771	-0.0411
489.2200	4.0000	1.0955	-0.0402
489.2422	4.0000	1.1139	-0.0404
489.2422	4.0000	1.1315	-0.0436
489.2534	4.0000	1.1466	-0.0474
489.2645	4.0000	1.1590	-0.0493
489.2756	4.0000	1.2621	-0.0515
489.2978	4.0000	1.2509	-0.0476
489.2978	4.0000	1.2396	-0.0447
489.3200	4.0000	1.2286	-0.0445
489.3200	4.0000	1.2337	-0.0462
489.3311	4.0000	1.2464	-0.0488
489.3533	4.0000	1.2592	-0.0515
489.3645	4.0000	1.2718	-0.0524
489.3645	4.0000	1.2821	-0.0523
489.3756	4.0000	1.2883	-0.0531
489.3867	4.0000	1.2926	-0.0549
489.3978	4.0000	1.2945	-0.0590
489.4200	4.0000	1.2962	-0.0624
489.4311	4.0000	1.2975	-0.0674
489.4422	4.0000	1.2998	-0.0708
489.4422	4.0000	1.3028	-0.0735
489.4533	4.0000	1.3043	-0.0769
489.4644	4.0000	1.3048	-0.0818
489.4867	4.0000	1.3027	-0.0871
489.4867	4.0000	1.3007	-0.0904
489.4978	4.0000	1.2968	-0.0905
489.5089	4.0000	1.2951	-0.0907
489.5200	4.0000	1.2880	-0.0926
489.5311	4.0000	1.2824	-0.0926
489.5422	4.0000	1.2787	-0.0916
489.5533	4.0000	1.2729	-0.0889
489.5645	4.0000	1.2688	-0.0878
489.5756	4.0000	1.2633	-0.0850
489.5867	4.0000	1.2597	-0.0825
489.5978	4.0000	1.2557	-0.0797
489.6089	4.0000	1.2526	-0.0785
489.6200	4.0000	1.2492	-0.0773
489.6311	4.0000	1.2478	-0.0759
489.6422	4.0000	1.2469	-0.0744
489.6534	4.0000	1.2462	-0.0737
489.6645	4.0000	1.2466	-0.0731
489.6756	4.0000	1.2487	-0.0723
489.6867	4.0000	1.3440	-0.0786
489.6978	4.0000	1.3326	-0.0773
489.7089	4.0000	1.3212	-0.0753
489.7200	4.0000	1.3098	-0.0729
489.7311	4.0000	1.2983	-0.0719
489.7422	4.0000	1.2869	-0.0708
489.7534	4.0000	1.2841	-0.0696
489.7645	4.0000	1.2975	-0.0697
489.7756	4.0000	1.3121	-0.0701
489.7867	4.0000	1.3293	-0.0710
489.7978	4.0000	1.3457	-0.0705
489.8089	4.0000	1.3624	-0.0698
489.8200	4.0000	1.3774	-0.0679
489.8311	4.0000	1.3912	-0.0654
489.8422	4.0000	1.4042	-0.0613
489.8533	4.0000	1.4166	-0.0588
489.8645	4.0000	1.4274	-0.0624
489.8756	4.0000	1.4357	-0.0685
489.8867	4.0000	1.4441	-0.0675
489.8978	4.0000	1.4640	-0.0535
489.9089	4.0000	1.4864	-0.0347
489.9200	4.0000	1.5979	-0.0146
489.9311	4.0000	1.5856	0.0003
489.9422	4.0000	1.5732	0.0061
489.9533	4.0000	1.5609	0.0065
489.9644	4.0000	1.5486	0.0024
489.9756	4.0000	1.5498	-0.0016
489.9867	4.0000	1.5573	-0.0006
489.9978	4.0000	1.5671	0.0008
490.0089	4.0000	1.5720	0.0022
490.0311	4.0000	1.5756	-0.0006
490.0311	4.0000	1.5795	-0.0032
490.0422	4.0000	1.5860	-0.0058
490.0533	4.0000	1.5932	-0.0025
490.0645	4.0000	1.6027	-0.0014
490.0756	4.0000	1.6099	0.0065
490.0867	4.0000	1.6156	0.0126
490.0978	4.0000	1.6211	0.0205
490.1089	4.0000	1.6261	0.0279
490.1200	4.0000	1.6297	0.0373
490.1311	4.0000	1.6343	0.0461
490.1422	4.0000	1.6359	0.0541
490.1534	4.0000	1.6356	0.0587
490.1645	4.0000	1.6266	0.0623
490.1756	4.0000	1.6192	0.0646
490.1867	4.0000	1.6083	0.0679
490.1978	4.0000	1.5969	0.0707
490.2089	4.0000	1.5858	0.0740
490.2200	4.0000	1.5742	0.0757
490.2311	4.0000	1.5634	0.0771
