ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
6,3,1,Semi-Circle,5,2,0.0145053,0.0145053,0.8230307,1.000141,13.26157,3.721716,7.486329,11.91799,14.04978,15.20511
6,4,2,Flat,5,5,0.0158256,0.0158256,0.6779429,10.97369,11.15111,3.76538,6.420435,9.75179,15.18276,15.84921
6,5,3,Semi-Circle,5,5,0.3995374,0.544251,6.519503,6.852664,6.997035,2.621484,4.364818,8.718306,9.995814,15.35818
6,6,4,Flat,5,4,0.0137687,0.6298224,0.7078018,11.1844,11.2291,3.744192,5.564813,7.808337,13.21365,15.67169
6,7,5,Semi-Circle,5,3,0.4445796,0.7668075,0.9112862,2.862762,2.998474,5.953308,7.552825,11.92869,15.46023,16.63753
6,8,6,Flat,5,5,0.015926,0.015926,0.7309777,1.988391,2.099813,6.197761,9.607444,12.45031,14.68274,16.59289
6,9,7,Semi-Circle,5,2,0.0136199,0.3622013,7.809851,9.939391,10.34025,3.310084,5.531494,9.474004,12.71063,15.58281
6,10,8,Flat,5,4,0.0160042,0.0160042,0.5622153,1.766595,1.79993,5.164903,7.741509,10.8476,14.92754,15.80487
6,11,9,Semi-Circle,5,3,0.0138489,0.0138489,0.7352593,11.51751,13.29492,3.37677,7.253217,10.39593,12.76159,16.47108
6,12,10,Flat,5,4,0.0137627,0.0137627,0.3902673,0.5357282,13.84113,3.512116,4.456192,10.92068,13.48095,15.95092
6,13,11,Semi-Circle,5,4,0.014509,0.014509,0.5111464,0.7669276,10.64034,3.232134,7.263915,8.307681,12.22821,15.7046
6,14,12,Flat,5,3,0.0154649,0.0154649,0.5014711,12.6076,12.80737,4.000096,5.666065,7.932449,14.80675,16.82789
6,15,13,Semi-Circle,5,4,0.0140076,0.7891963,0.8998563,11.8063,12.59466,3.965089,5.364626,11.20653,15.90464,17.3813
6,16,14,Flat,5,1,0.0139425,0.7558022,0.8558828,14.09423,15.96017,4.753876,6.331038,13.62784,15.56043,17.79242
6,17,15,Semi-Circle,5,5,0.0137155,0.7672731,1.067078,11.67628,14.48601,4.090594,4.912492,10.4168,13.71718,15.66319
6,18,16,Flat,5,5,0.0143238,0.0143238,0.0143238,0.6000529,10.24037,3.70986,5.153736,7.54189,10.34068,15.34897
6,19,17,Semi-Circle,5,2,0.0137834,0.0137834,0.6452975,0.7897882,16.68275,3.78845,5.931993,12.46127,15.46101,17.43801
6,20,18,Flat,5,0,0.0140913,0.533454,0.6887966,10.57346,13.2722,4.075133,5.442221,10.0847,12.77258,15.92346
