ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
2,3,1,Full Circle,5,1,0.9777983,2.288614,3.032444,4.2542,5.175928,1.766615,2.610634,3.42123,4.998322,5.775626
2,4,2,Flat,5,2,0.0129555,0.0129555,0.9446824,1.05583,10.61816,3.076954,4.376407,6.353235,9.118738,11.91744
2,5,3,Full Circle,5,3,0.5220652,0.5776709,2.910033,5.142265,5.963836,1.588186,2.298935,3.221004,5.986171,7.352301
2,6,4,Flat,5,3,0.0144959,0.8448653,0.8889493,6.452888,6.586253,2.84352,3.55436,5.809171,7.741228,9.184991
2,7,5,Full Circle,5,5,0.5333852,1.621869,2.654787,4.553888,5.409753,1.344133,2.199367,3.298857,5.175749,5.975378
2,8,6,Flat,5,4,0.0553414,0.5559794,3.920716,5.109204,5.419997,2.532283,3.354278,4.775892,6.097743,7.763333
2,9,7,Full Circle,5,2,0.0140083,1.677323,2.943536,3.165962,7.863501,1.333137,2.488808,3.53214,4.342977,8.629913
2,10,8,Flat,5,3,0.3992479,1.721567,1.777025,5.031506,5.08689,1.566137,3.276324,3.920617,10.28449,11.02859
2,11,9,Full Circle,5,4,0.7489883,1.681641,2.447924,4.546947,6.068552,1.270709,2.747835,3.769983,5.191175,6.857113
2,12,10,Flat,5,3,0.014796,0.014796,1.167095,9.007509,9.140734,3.232599,7.064206,8.352083,10.67342,11.59506
2,13,11,Full Circle,5,4,1.000422,2.732588,4.18747,5.2981,6.330946,1.621868,3.376826,5.431563,6.819652,7.397111
2,14,12,Flat,5,4,0.1117133,0.6669276,0.855862,7.652678,9.185215,2.278336,3.787634,6.986271,8.785501,9.662748
2,15,13,Full Circle,5,2,0.0141695,1.821448,3.920584,4.864598,6.00845,1.210809,2.57689,4.66469,5.764512,6.575135
2,16,14,Flat,5,5,0.5445465,0.6111984,0.7113688,8.307653,8.552185,2.843421,4.49826,6.841948,9.407186,10.01826
2,17,15,Full Circle,5,2,0.0132266,2.088551,3.598916,5.809034,7.574894,1.522082,3.287811,5.453603,6.864077,8.674383
2,18,16,Flat,5,5,0.0136744,0.7334549,0.9333315,5.808926,8.052331,3.009892,5.142531,7.441474,9.351762,10.38474
2,19,17,Full Circle,5,4,0.8888916,2.988024,4.387265,5.664577,10.29571,1.710642,5.353594,6.664467,11.6174,12.60607
2,20,18,Flat,5,4,0.0131456,0.5893734,0.8224784,9.240682,11.55088,2.599164,6.054335,8.485509,11.29554,12.16161
