ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
6,3,1,Full Circle,5,0,0.722257,1.07778,1.677906,7.686077,9.718869,3.165909,4.920591,6.808651,9.107541,10.86372
6,4,2,Flat,5,2,0.0140075,0.7656124,0.8661057,7.229527,7.493406,3.719841,5.619145,8.106978,10.35037,12.94906
6,5,3,Full Circle,5,0,0.4444638,0.5890747,1.188899,9.940781,12.78383,2.810636,4.831717,7.041776,10.41699,14.01665
6,6,4,Flat,5,5,0.0141694,0.9111935,0.9448728,7.297181,7.419297,3.643106,5.087091,8.696354,11.04018,12.3615
6,7,5,Full Circle,5,2,0.2623982,0.64385,7.130279,8.951657,10.70656,4.742767,8.241183,10.05126,11.93931,13.96064
6,8,6,Flat,5,3,0.7667984,0.8110437,1.077598,1.17764,9.962533,3.476466,5.153532,7.641403,9.641101,11.61724
6,9,7,Full Circle,5,0,0.0148732,1.022111,4.66506,7.485922,15.57117,3.066295,5.997608,8.796435,11.61612,16.45979
6,10,8,Flat,5,2,0.019423,0.6665896,0.6999568,6.586221,6.763794,3.376208,4.898042,8.840715,11.00634,13.06113
6,11,9,Full Circle,5,0,0.4557479,1.522015,4.232048,7.186734,8.563339,3.065669,5.287306,8.019294,10.00736,11.55098
6,12,10,Flat,5,3,0.0142834,0.588918,0.7999588,5.797765,5.920041,3.520935,7.69714,9.073936,12.19508,13.72743
6,13,11,Full Circle,5,5,1.233191,3.286593,5.0758,6.730799,8.874527,2.466107,4.331894,6.197592,8.252485,10.47363
6,14,12,Flat,5,5,0.5410466,0.7530385,8.163538,9.32975,10.09564,2.843555,5.142407,8.752136,11.35078,12.38347
6,15,13,Full Circle,5,5,0.0134735,0.666495,4.053817,7.108603,9.096066,2.910171,5.275616,8.596389,10.08442,12.19482
6,16,14,Flat,5,1,0.4225875,0.4559569,0.5338176,9.074384,9.11866,3.276737,5.464608,8.152699,11.24021,12.45036
6,17,15,Full Circle,5,0,0.0165,1.289255,6.497817,8.92982,10.90676,5.076443,8.252632,10.36293,13.13915,16.02396
6,18,16,Flat,5,5,0.0141318,0.5781459,0.9007233,11.16267,12.92833,3.432269,7.597329,10.58484,12.5286,13.7944
6,19,17,Full Circle,5,2,1.833763,2.411175,6.097558,8.275332,10.14109,3.266682,4.710189,7.920166,9.441516,11.20733
6,20,18,Flat,5,5,0.2334455,0.4225285,6.386709,8.774233,9.207466,2.865805,5.474728,8.030438,10.81784,12.8392
